Corpus,File,Name,Verb,Age,Sent,Syntactic Object,Event or Object,Syntactic Object,Event or Object,Convergence,Comments,Comments,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I got all of em,all,pronoun,(th)em,pronoun,pronoun,,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I goin get some more for de the bridges,more,pronoun,some more,pronoun,pronoun,,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I will get on my horsie and ride off,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],but dis this horse get out,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],but I gonna get in my garage,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],Mommy but I got ta ride off,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I can get up by myself like dat that,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I don't have get on my myself,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I wan get on your lap,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],you we haven't got there,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],Mommy we haven't got there but we landing,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],Mommy it's time for you to get off and go in someone's house,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],you get out now,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],Mommy you get out,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],and get in de the airplane,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],I got it,,,,,0,,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],Mommy how can a horsie get up in  air when a airplane is up in  air,,,,,0,,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],good I got it,,,,,0,,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],a lion's coming to get it,,,,,0,,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],how did it get under dere there,,,,,0,?,,
Brown,adam38.xml,['Adam'],get|gets|got|gotten|getting,['P3Y9M16D'],Mommy I want to get I want to be naughty,,,,,0,?,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],he's no gonna get hit,hit,event,hit,event,event,?,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],he's gonna get hit,hit,event,hit,event,event,?,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],you go get it Mom,,,,,0,,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],his feet got on dat that side,,,,,0,?,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],everybody gets to de the airplane,,,,,0,?,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],and it couldn't get out by itself,,,,,0,,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],an I couldn't get it out,,,,,0,,,
Brown,adam39.xml,['Adam'],get|gets|got|gotten|getting,['P3Y10M15D'],did I almost get it,,,,,0,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I got dis this one all by myself,one,pronoun,this one,pronoun,pronoun,,?,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I got a block yeah,block,object,block,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I wonder how we gonna get dat that tire off,tire,object,tire,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],keep dis this in_case you get a flat tire on dis this,tire,object,flat tire,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I wonder how we gonna get dat that flat tire off,tire,object,flat tire,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],Mommy I want the tire still get dis this tire off and put it back and have another flat tire,tire,object,tire,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I wonder how we gonna get dose those wheels on here,wheel,object,wheels,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],Mommy how we gonna get dose those wheels on here,wheel,object,wheels,object,object,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],how he's gonna get out,,,,,0,?,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I don't wanna get in dat that,,,,,0,?,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],are they going to get in there,,,,,0,?,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],dey they shouldn't get in dat that water,,,,,0,?,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],I better get out o dere there,,,,,0,?,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],so he won't get it,,,,,0,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],okay before Paul gets it,,,,,0,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],how did the tire get off,,,,,0,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],de the people getting off,,,,,0,,,
Brown,adam40.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M1D'],how we gonna get it off,,,,,0,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],I get tired of punch I punch some tire,tired,event,tired,event,event,?,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],I get my bow and arrow and shoot you,bow and arrow,object,bow and arrow,object,object,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],better get a chair for him,chair,object,chair,object,object,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],I can't get dis this thing in here,thing,object,thing,object,object,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],and I better get my other wheels to the station wagon,wheel,object,wheels,object,object,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],I couldn't get it out but it hurt,,,,,0,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],so get off,,,,,0,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],Paul can't get it back,,,,,0,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],Paul gets in another fan,,,,,0,,,
Brown,adam41.xml,['Adam'],get|gets|got|gotten|getting,['P3Y11M14D'],gonna get xxx,,,,,0,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I got black,black,object,black,object,object,?,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],now I'm gonna get black,black,object,black,object,object,?,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I have_to get black color huh,color,object,black color,object,object,?,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],you get a hole xxx,hole,object,hole,object,object,,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],now I gonna get white and blue and yellow,white and blue and yellow,object,white and blue and yellow,object,object,,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],and den then dey they getting one two three,,,,,0,,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I got my,,,,,0,?,?,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],you get cut,cut,event,cut,event,event,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],you don't get frightened,frightened,event,frightened,event,event,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],Mommy de the cow gonna get locked up,locked up,event,locked up,event,event,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],now de the cow gonna get locked up,locked up,event,locked up,event,event,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],he might get sick,sick,event,sick,event,event,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I can't get my finger out o here,finger,object,finger,object,object,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],can't get my finger out_of dere there,finger,object,finger,object,object,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],an I getting some fish,fish,object,fish,object,object,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I get ice under your mouth,ice,object,ice,object,object,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],how will I get some more money at another grocery store,money,object,money,object,object,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],he may come out and get me,me,pronoun,me,pronoun,pronoun,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],who got me,me,pronoun,me,pronoun,pronoun,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I get something else too with it,something ,pronoun,something,pronoun,pronoun,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],so Rinny won't get them,them,pronoun,them,pronoun,pronoun,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I told you I got it off,,,,,0,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I can't get it in,,,,,0,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],ow my finger almost got off,,,,,0,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],Mommy how does the man get out,,,,,0,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I lock him up den then de the cow won't know how to get out,,,,,0,,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],Mommy de the poor cow can't get out,,,,,0,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],she got out,,,,,0,?,,
Brown,adam42.xml,['Adam'],get|gets|got|gotten|getting,['P4Y0M14D'],I got it from de the grocery store,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I almost got a big boy,boy,object,big boy,object,object,,?,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],now you got one,one,pronoun,one,pronoun,pronoun,,?,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I got me another one,one,pronoun,one,pronoun,pronoun,,?,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I got ta drive in de the air,,,,,0,?,?,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],because it's getting ready go off to New York to take people where to see people,ready,event,ready,event,event,?,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],Mommy now I get some cars from here,cars,object,cars,object,object,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],den then you get some paint,paint,object,paint,object,object,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I goin to get another toy to play with,toy,object,toy,object,object,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I got it now,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I think I got it,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I got it,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],you try to get in dis this hole,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],very close I almost got it,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I almost got it,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I got it huh,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I got it,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I can't get it,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],de the boy's getting in de the truck,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],okay get on the train with me,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],and how will you get out,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],can you get out,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],you can't get out now,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],Mommy now it's time my turn to get out stay in de the middle,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],how can I get out,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],how we gonna get out,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],I don't know how we gonna get out,,,,,0,,,
Brown,adam43.xml,['Adam'],get|gets|got|gotten|getting,['P4Y1M15D'],Mommy how can I how can we get out,,,,,0,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],gon get him one me too,one,pronoun,one,pronoun,pronoun,,?,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I got two,two,pronoun,two,pronoun,pronoun,,?,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I get you middle,you,pronoun,you,pronoun,pronoun,,?,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I get out_of dis this stuff,,,,,0,,?,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],he almost got caught,caught,event,caught,event,event,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],de the telephone's getting fixed,fixed,event,fixed,event,event,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],oh he got killed,killed,event,killed,event,event,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],my wagon got old and I took my horse and giddee_up and Daddy did too,old,event,old,event,event,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I getting ready to go off in dere there,ready,event,ready,event,event,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I always got started,started,event,started,event,event,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I wonder how it got tangled up,tangled,event,tangled,event,event,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],can you get dis this end off,end,object,end,object,object,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],can't get his long leg in,leg,object,leg,object,object,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],Mommy I going get me some water,water,object,water,object,object,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I going swing around try to get it,,,,,0,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],I got ta show Gil some of my pictures,,,,,0,?,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],but sometimes it's very hard to get on,,,,,0,,,
Brown,adam44.xml,['Adam'],get|gets|got|gotten|getting,['P4Y2M17D'],try to get out,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],hey Paul I get you one,one,pronoun,one,pronoun,pronoun,,?,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I'm gonna get me my other one,one,pronoun,one,pronoun,pronoun,,?,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],hey Mom I can't get loose,loose,event,loose,event,event,?,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],in_case you get sick,sick,event,sick,event,event,?,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],is Paul getting some blocks,block,object,blocks,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I got me a tea cake,cake,object,tea cake,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],Mom I can't get dis this car in de the garage,car,object,car,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I came by and got my dog,dog,object,dog,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I'm gonna get my gun out quick and shot him right down to death,gun,object,gun,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],you didn't get your gun quick and fast,gun,object,gun,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I got two guns,gun,object,guns,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I'm going get me dis this pie de the bird pie,pie,object,pie,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I'm going to get me the big thing,thing,object,big thing,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I wan  get me the big thing,thing,object,big thing,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I got flat tire,tire,object,flat tire,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I got a flat tire Mom,tire,object,flat tire,object,object,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],why we can't get dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],hey Mom can you get dis this here for me Mom,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],hey Mom I can't get dis this in,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I can't get dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],Paul get in my way,,,,,0,?,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I got ta cut his mouth bigger,,,,,0,?,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],how we going get out de the fire way,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],how we gonna get out de the fire way,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],Mommy how we get up,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I'm too heavy to get up,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I'm too heavy because I be heavy to get up,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],hey Paul you stop getting in my way,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],o Mom how I'm gonna get out,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],hey Mom tell me how to get out,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],Mommy now I got out look,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],Mom I better get in my police car,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],Paul didn't get there,,,,,0,,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],I got ta take care of my things,,,,,0,?,,
Brown,adam45.xml,['Adam'],get|gets|got|gotten|getting,['P4Y3M9D'],he can't get out,,,,,0,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I think I get another piece,piece,object,piece,object,object,,?,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],now I think I get me,me,pronoun,me,pronoun,pronoun,,?,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I got the same too,same,pronoun,same,pronoun,pronoun,,?,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I got ten,ten,pronoun,ten,pronoun,pronoun,,?,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],see I got two,two,pronoun,two,pronoun,pronoun,,?,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],you gonna get in trouble,in trouble,event,in trouble,event,event,?,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Mommy now de the animals are getting ready to,ready,event,ready,event,event,?,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],de the animals are getting ready to go home,ready,event,ready,event,event,?,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],dis this in_case I get tired,tired,event,tired,event,event,?,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I got big bat,bat,object,big bat,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],see I got a blue crayon,crayon,object,blue crayon,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I got old cup I don't want dat that cup,cup,object,old cup,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I'm goin out to get me another cup,cup,object,cup,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],now I'm getting me another paper,paper,object,paper,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],yeah dey they all getting some peanuts,peanut,object,peanuts,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Mom I'm getting some peanuts too,peanut,object,peanuts,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],can you get me a piece of paper,piece,object,piece of paper,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],when you have your movies you get some water huh,water,object,water,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],and den then after I get tired I get some water,water,object,water,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],hey Mommy can you get some more water,water,object,water,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I'm gonna get some water for dinner,water,object,water,object,object,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],you're not getting any if you stop crying Paul,any,pronoun,any,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],hey I think I get a lot from the bath,lot,pronoun,a lot,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I got so many,many,pronoun,many,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I'm getting me some more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I'm going get me some more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I'm getting you some more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Paul you gonna get no more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Paul didn't isn't gonna get no more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],now I'm getting me some more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I'm getting me some more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],and den then I get some more,more,pronoun,more ,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I think I get some more before,more,pronoun,more,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Paul you gonna get some,some,pronoun,some,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I got some too,some,pronoun,some,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I can't get dese these apart,these,pronoun,these,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Paul I got all dese these,these,pronoun,these,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I think I'll get dis this,this,pronoun,this,pronoun,pronoun,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],I can't get it apart,,,,,0,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],Mommy the tiger's gonna get out the cage,,,,,0,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],de the tiger's getting out the cage Grace,,,,,0,,,
Brown,adam46.xml,['Adam'],get|gets|got|gotten|getting,['P4Y4M1D'],hey Grace the tiger's getting out de the cage,,,,,0,,,
